"Date","US IPI - SA","CA IPI - SA","UK IPI - SA","GR IPI - SA"
1982-12-01,46.9813,50.0528481487466,65.9002476123099,55.2464079946018
1983-01-01,47.8523,50.9771595414818,66.5369649805447,56.1105976168638
1983-02-01,47.5667,51.0218009153048,67.1736823487796,55.6167749755712
1983-03-01,47.9599,51.3681239943317,67.4920410328971,56.6044202581563
1983-04-01,48.5564,52.2087915497986,67.5981605942696,57.1599707296104
1983-05-01,48.8647,52.5391377160888,67.704280155642,56.789603748641
1983-06-01,49.1558,54.1546855392833,67.916519278387,58.7031664836496
1983-07-01,49.8873,54.1528059024908,68.2348779625044,56.0488697867022
1983-08-01,50.4843,55.5244708518523,68.5532366466218,56.6044202581563
1983-09-01,51.216,56.6489635629938,68.8715953307393,58.0858881820339
1983-10-01,51.6139,56.1442810841948,69.0838344534842,57.9007046915492
1983-11-01,51.842,56.9013048023933,69.5083126989742,58.641438653488
1983-12-01,52.0948,58.6263414687538,69.9327909444641,59.8142674265577
1984-01-01,53.1348,58.2541733838294,70.2511496285815,59.073533464619
1984-02-01,53.3763,58.05728142981,70.2511496285815,59.6290839360731
1984-03-01,53.6314,58.8885508013141,69.5083126989742,58.7031664836496
1984-04-01,53.9491,60.6530598403181,68.5532366466218,58.2710716725186
1984-05-01,54.2396,61.3983358285631,67.704280155642,58.7031664836496
1984-06-01,54.4288,61.408203921724,67.1736823487796,53.1476617691086
1984-07-01,54.5865,62.3085499453542,67.0675627874071,59.6908117662346
1984-08-01,54.653,62.3715177779046,67.1736823487796,59.073533464619
1984-09-01,54.4949,61.3236202660594,67.2798019101521,60.3080900678503
1984-10-01,54.4772,62.5759282790941,67.5981605942696,60.061178747204
1984-11-01,54.6594,62.3771566882822,67.916519278387,60.5550013884965
1984-12-01,54.6892,62.455161615173,68.5532366466218,60.925368369466
1985-01-01,54.6505,62.9786404618974,69.2960735762292,60.925368369466
1985-02-01,54.8169,63.7619790951916,70.357269189954,60.9870961996275
1985-03-01,54.8978,64.0824571683209,71.6307039264238,61.5426466710816
1985-04-01,54.7833,63.5932816930604,72.6918995401486,60.8636405393044
1985-05-01,54.8704,64.0453343416681,73.4347364697559,61.6043745012432
1985-06-01,54.8401,63.9720285067588,73.4347364697559,62.345108463182
1985-07-01,54.5582,64.1543532756359,72.9041386628935,62.9623867647976
1985-08-01,54.7381,64.347016046872,72.3735408560311,61.3574631805969
1985-09-01,54.9416,64.5871396471199,72.0551821719137,62.0981971425357
1985-10-01,54.7538,65.1740562355929,71.9490626105412,62.8389311044745
1985-11-01,54.939,65.2553505268706,71.8429430491687,64.0117598775442
1985-12-01,55.4945,65.3328855445631,71.9490626105412,61.6043745012432
1986-01-01,55.7802,65.689546625949,72.0551821719137,62.8389311044745
1986-02-01,55.3994,65.2957627179103,72.3735408560311,63.0858424251208
1986-03-01,55.0001,64.1510639112489,72.798019101521,63.2092980854439
1986-04-01,55.0641,64.680181668351,73.3286169083834,63.5179372362517
1986-05-01,55.1705,63.324023722528,73.5408560311284,62.9006589346361
1986-06-01,54.9588,63.0810806670913,73.6469755925009,63.2092980854439
1986-07-01,55.2944,63.5387722260766,73.5408560311284,64.1352155378674
1986-08-01,55.2029,62.9678325503403,73.6469755925009,63.0241145949592
1986-09-01,55.3511,63.251657706015,74.1775733993633,62.6537476139898
1986-10-01,55.5857,63.1774120527093,74.8142907675982,62.8389311044745
1986-11-01,55.803,63.0416082944478,75.2387690130881,63.5179372362517
1986-12-01,56.3441,64.1571727308247,75.451008135833,62.7154754441514
1987-01-01,56.1259,64.8206845185939,75.3448885744606,61.7278301615663
1987-02-01,56.8779,64.9611873688369,75.2387690130881,62.9623867647976
1987-03-01,56.9516,65.3883348299433,75.3448885744606,62.5920197838282
1987-04-01,57.3177,65.078194759173,75.5571276972055,63.4562094060902
1987-05-01,57.6774,65.1209564962034,75.9816059426954,64.3821268585136
1987-06-01,57.9875,65.8845589431758,76.5122037495578,63.2092980854439
1987-07-01,58.379,66.6007005611364,77.0428015564202,62.4685641235051
1987-08-01,58.8171,67.3530251873535,77.4672798019102,63.8265763870596
1987-09-01,59.0391,67.7233136354854,77.6795189246551,63.0241145949592
1987-10-01,59.834,68.4145500659447,77.8917580474001,64.0117598775442
1987-11-01,60.1367,68.9732721025295,78.103997170145,64.3821268585136
1987-12-01,60.4739,69.6621589869981,78.4223558542625,64.4438546886752
1988-01-01,60.4594,70.2227606603754,78.8468340997524,64.1352155378674
1988-02-01,60.7643,70.4328100719426,79.1651927838698,64.6290381791599
1988-03-01,60.8948,71.0225461156043,79.1651927838698,64.3203990283521
1988-04-01,61.2475,70.8947308137111,79.1651927838698,64.7524938394831
1988-05-01,61.1353,71.4083415672747,79.4835514679873,64.7524938394831
1988-06-01,61.2995,71.0211363880099,80.1202688362221,65.9253226125528
1988-07-01,61.311,70.6076162936495,80.8631057658295,64.3821268585136
1988-08-01,61.6234,70.6423895743116,81.4998231340644,67.036423555461
1988-09-01,61.4255,71.1113589540522,81.7120622568093,66.2339617633606
1988-10-01,61.694,70.4769815365674,81.7120622568093,66.4808730840069
1988-11-01,61.8494,70.0160006131952,81.7120622568093,66.7895122348148
1988-12-01,62.1171,70.9741454681962,81.7120622568093,68.2709801586923
1989-01-01,62.3103,70.7382510507315,81.7120622568093,67.2833348761073
1989-02-01,62.0353,71.4652005802493,81.8181818181818,67.036423555461
1989-03-01,62.195,71.0620184882478,81.8181818181818,67.5302461967535
1989-04-01,62.1753,71.4896358585524,81.8181818181818,69.5672645920852
1989-05-01,61.8321,70.8035684292726,81.8181818181818,66.2339617633606
1989-06-01,61.8246,70.2655223974058,81.8181818181818,68.888258460308
1989-07-01,61.2285,69.7035109964341,81.9243013795543,69.2586254412774
1989-08-01,61.8334,69.823337841959,82.2426600636717,69.0734419507927
1989-09-01,61.6221,70.0117714304119,82.4548991864167,69.4438089317621
1989-10-01,61.5537,69.1654649645674,82.7732578705341,69.6289924222468
1989-11-01,61.7575,69.8754977629522,82.6671383091616,69.9376315730546
1989-12-01,62.1111,70.6433293927079,82.2426600636717,71.1104603461244
1990-01-01,61.7781,69.0550363030052,81.7120622568093,70.9870046858012
1990-02-01,62.3426,69.41451683958,81.6059426954369,70.6783655349934
1990-03-01,62.6446,69.7533213714366,82.1365405022992,71.3573716667706
1990-04-01,62.5104,69.2185647039569,82.8793774319066,70.1228150635393
1990-05-01,62.6898,69.3656462829737,83.3038556773965,71.9129221382248
1990-06-01,62.8923,69.4680864881676,82.9854969932791,71.9129221382248
1990-07-01,62.7933,69.5315242299161,82.2426600636717,72.591928270002
1990-08-01,63.0241,68.4742285341081,81.4998231340644,73.0240230811329
1990-09-01,63.0328,67.2783096248498,81.0753448885745,73.7030292129102
1990-10-01,62.6466,67.3102634503231,80.969225327202,73.8264848732333
1990-11-01,61.8681,66.5447813665581,80.8631057658295,73.8264848732333
1990-12-01,61.4345,66.0114344266728,80.6508666430846,74.1351240240411
1991-01-01,61.2241,66.348829230935,80.2263883975946,76.4063671972664
1991-02-01,60.779,65.1961419679053,79.9080297134772,75.5062921910159
1991-03-01,60.4377,65.2412532509264,79.5896710293597,75.0062505208767
1991-04-01,60.5982,65.277436259183,79.3774319066148,74.4062005167097
1991-05-01,61.2041,65.7666117344435,79.0590732224974,73.2061005083757
1991-06-01,61.6923,66.1058861754983,78.7407145383799,76.4063671972664
1991-07-01,61.8569,66.2882109443754,78.31623629289,74.206183848654
1991-08-01,61.8681,66.2012777427201,78.2101167315175,73.00608384032
1991-09-01,62.3855,66.4705357132525,78.4223558542625,72.8060671722644
1991-10-01,62.3229,66.1820114655965,78.8468340997524,73.9061588465706
1991-11-01,62.2427,65.8460263889286,79.2713123452423,74.7062255187932
1991-12-01,61.9705,65.1491510480916,79.3774319066148,74.8062338528211
1992-01-01,61.6471,66.0654739844585,79.3774319066148,75.7063088590716
1992-02-01,62.0794,66.0001566059175,79.1651927838698,77.0064172014334
1992-03-01,62.5955,65.9451772297355,78.9529536611249,74.8062338528211
1992-04-01,63.0726,66.5466610033507,78.7407145383799,74.7062255187932
1992-05-01,63.2761,66.2012777427201,78.6345949770074,74.206183848654
1992-06-01,63.3102,66.4376420693829,78.8468340997524,73.00608384032
1992-07-01,63.8769,65.7769497368025,79.2713123452423,71.7059754979582
1992-08-01,63.5221,66.2247732026269,79.5896710293597,71.9059921660138
1992-09-01,63.7217,66.5936519231644,79.8019101521047,71.3059421618468
1992-10-01,64.1556,67.3939072875914,79.9080297134772,71.205933827819
1992-11-01,64.4144,67.5720028736853,80.0141492748497,70.1058421535128
1992-12-01,64.5161,67.7308321826556,80.1202688362221,68.9057421451788
1993-01-01,64.7738,67.8567678477563,80.1202688362221,68.1056754729561
1993-02-01,65.0805,68.8440470730418,80.2263883975946,67.1055921326777
1993-03-01,65.0176,69.5479710518508,80.2263883975946,67.2056004667056
1993-04-01,65.2041,69.235951344288,80.2263883975946,66.7055587965664
1993-05-01,64.9433,68.8736513525244,80.3325079589671,66.7055587965664
1993-06-01,65.0984,69.2650857145724,80.6508666430846,66.2055171264272
1993-07-01,65.2554,68.813972884361,80.969225327202,64.7053921160097
1993-08-01,65.1946,69.7472125518609,81.3937035726919,67.5056254687891
1993-09-01,65.5282,70.6522576674725,81.8181818181818,67.2056004667056
1993-10-01,66.0152,70.6710540353979,82.1365405022992,67.2056004667056
1993-11-01,66.3292,70.8721751722005,82.4548991864167,66.6055504625385
1993-12-01,66.7038,70.2415570283009,82.6671383091616,67.4056171347612
1994-01-01,66.9164,70.9713260130074,82.9854969932791,67.1055921326777
1994-02-01,66.9642,71.1668082394324,83.5160948001415,68.1056754729561
1994-03-01,67.6335,72.1550272831142,84.2589317297489,67.8056504708726
1994-04-01,68.0334,72.6606495803094,85.0017686593562,68.6057171430952
1994-05-01,68.3531,73.3570550119483,85.5323664662186,68.3056921410118
1994-06-01,68.8002,74.3095609565717,85.6384860275911,68.8057338111509
1994-07-01,68.8863,74.2921743162406,85.7446055889636,68.5057088090674
1994-08-01,69.3412,74.9401791004714,85.850725150336,68.5057088090674
1994-09-01,69.5574,75.5938227950798,86.3813229571984,69.5057921493458
1994-10-01,70.119,75.3400718280859,87.0180403254333,70.8059004917076
1994-11-01,70.5942,76.2319594861496,87.2302794481783,71.205933827819
1994-12-01,71.2814,77.4255288494173,86.9119207640608,71.205933827819
1995-01-01,71.4303,78.251971922773,86.3813229571984,69.8058171514293
1995-02-01,71.3343,78.2617502956165,86.062964273081,70.8059004917076
1995-03-01,71.4451,77.7040208815817,86.1690838344535,70.005833819485
1995-04-01,71.3289,77.5374263812856,86.5935620799434,70.4058671555963
1995-05-01,71.66,77.4591993985379,87.0180403254333,70.8059004917076
1995-06-01,71.8967,77.3172319113291,87.2302794481783,70.005833819485
1995-07-01,71.5924,77.0727725902424,87.3363990095508,69.8058171514293
1995-08-01,72.5339,77.2437130340245,87.2302794481783,69.0057504792066
1995-09-01,72.8247,76.9992537129378,87.2302794481783,70.4058671555963
1995-10-01,72.713,76.960140221564,87.3363990095508,68.6057171430952
1995-11-01,72.8884,77.1557076784333,87.5486381322957,69.0057504792066
1995-12-01,73.1429,76.7935457212679,87.8669968164132,69.0057504792066
1996-01-01,72.7471,77.542496648686,88.1853555005306,69.3057754812901
1996-02-01,73.7871,77.522939902999,88.2914750619031,68.7057254771231
1996-03-01,73.6749,77.0336590988686,88.0792359391581,68.8057338111509
1996-04-01,74.4153,77.4247940126072,87.7608772550407,68.8057338111509
1996-05-01,74.9718,77.816291088303,87.4425185709232,69.405783815318
1996-06-01,75.5317,78.0071504397292,87.4425185709232,69.8058171514293
1996-07-01,75.5323,78.7999229639642,87.6547576936682,69.0057504792066
1996-08-01,75.9129,79.0690092981382,87.9731163777856,69.9058254854571
1996-09-01,76.4032,79.0494525524512,88.3975946232756,70.5058754896241
1996-10-01,76.3931,78.7999229639642,88.715953307393,69.5057921493458
1996-11-01,77.0672,80.0330844281125,88.928192430138,70.5058754896241
1996-12-01,77.5543,78.6970689681293,89.1404315528829,70.5058754896241
1997-01-01,77.6945,80.6358667590539,89.0343119915104,69.6058004833736
1997-02-01,78.612,81.5238008609135,89.5649097983728,70.605883823652
1997-03-01,79.1021,81.0347549018296,88.8220728687655,71.4059504958746
1997-04-01,79.1683,82.1516952077241,88.928192430138,71.1059254937911
1997-05-01,79.6084,82.2846579219827,88.928192430138,70.2058504875406
1997-06-01,79.9802,81.5901484527367,89.1404315528829,73.00608384032
1997-07-01,80.6492,83.6132149421198,90.7322249734701,73.8061505125427
1997-08-01,81.4548,83.4288863503206,89.7771489211178,71.4059504958746
1997-09-01,82.212,83.292980799328,90.5199858507252,72.0060005000417
1997-10-01,82.9309,84.2683974113738,91.5811814644499,73.00608384032
1997-11-01,83.5919,84.3689889215574,92.4301379554298,73.4061171764314
1997-12-01,83.9696,84.6442779215012,93.1729748850371,74.1061755146262
1998-01-01,84.3467,84.0220017175465,94.021931376017,74.9062421868489
1998-02-01,84.4865,85.0568101254986,94.7647683056243,74.7062255187932
1998-03-01,84.5212,85.8947160028786,95.0831269897418,75.7063088590716
1998-04-01,84.8275,85.5180329009147,94.8708878669968,75.0062505208767
1998-05-01,85.3596,84.8350272479929,93.3852140077821,75.4062838569881
1998-06-01,84.8466,84.7828587786158,92.9607357622922,74.8062338528211
1998-07-01,84.5061,83.4591173094981,92.2178988326848,76.4063671972664
1998-08-01,86.2464,85.6025725743668,92.0056597099398,74.7062255187932
1998-09-01,86.1707,85.84602543146,91.2628227803325,74.206183848654
1998-10-01,86.7671,86.0199203293837,91.368942341705,74.7062255187932
1998-11-01,86.6929,86.2620355334159,91.8995401485674,73.7061421785149
1998-12-01,87.0633,87.628581900484,93.4913335691546,74.0061671805984
1999-01-01,87.4252,88.6058712268151,96.0382030420941,75.2062671889324
1999-02-01,87.926,88.5218666145874,95.5076052352317,73.8061505125427
1999-03-01,88.1101,88.190931247308,96.3565617262115,74.3061921826819
1999-04-01,88.3106,88.7294703696471,96.0382030420941,74.8062338528211
1999-05-01,88.8487,88.5641364513134,96.7810399717014,75.3062755229602
1999-06-01,88.7978,89.7797955531062,96.2504421648391,75.3062755229602
1999-07-01,89.3119,90.2902439611652,97.7361160240538,75.9063255271273
1999-08-01,89.7109,91.151692532418,98.4789529536611,76.6063838653221
1999-09-01,89.3331,92.3646763280888,99.115670321896,76.3063588632386
1999-10-01,90.4924,91.8510175526834,99.0095507605235,77.1064255354613
1999-11-01,90.965,93.028419776933,99.9646268128758,77.0064172014334
1999-12-01,91.6804,94.4787032256166,98.5850725150336,77.1064255354613
2000-01-01,91.6261,94.8412072051344,99.0095507605235,76.5063755312943
2000-02-01,91.9626,94.4754928582703,99.2217898832685,78.4065338778232
2000-03-01,92.3118,95.5688904702921,98.903431199151,78.506542211851
2000-04-01,92.8872,95.3000222050408,98.903431199151,79.5066255521294
2000-05-01,93.162,96.7478978782147,98.2667138309161,81.4067838986582
2000-06-01,93.2168,97.0748202863113,98.903431199151,79.6066338861572
2000-07-01,93.04,97.0796358373307,98.2667138309161,80.906742228519
