"Date","US TSP - NSA","CA TSP - NSA","UK TSP - NSA","GR TSP - NSA"
1960-02-01,-4.74631751227494,-3.31634579086445,-2.26876090750438,0.546448087431696
1960-03-01,-1.54639175257731,-0.0351404642445983,0.892857142857158,-1.73913043478262
1960-04-01,0.872600349040114,-1.75178205253393,-5.48672566371681,3.20796460176991
1960-05-01,-0.865051903114162,2.95976783016618,3.55805243445694,6.32368703108253
1960-06-01,4.71204188481674,-2.48276927235167,-2.71247739602171,14.1129032258064
1960-07-01,-2.83333333333332,-2.18764229573758,0.185873605947939,7.33215547703181
1960-08-01,-0.171526586620926,6.55993199206573,5.38033395176252,8.31275720164609
1960-09-01,-4.29553264604809,-4.96514521245276,-1.056338028169,0.0759878419452891
1960-10-01,-2.51346499102336,-0.0259828513181078,1.42348754448399,-5.84662110858009
1960-11-01,3.13075506445672,3.84446221511394,-4.91228070175439,-1.93548387096775
1960-12-01,1.42857142857142,4.87264886510213,1.10701107011073,-2.30263157894738
1961-01-01,3.69718309859158,5.66508793185741,4.01459854014597,-1.010101010101
1961-02-01,2.88624787775888,3.26615705350939,4.91228070175439,-0.935374149659857
1961-03-01,3.13531353135314,1.88593539703902,4.34782608695651,-1.03004291845494
1961-04-01,2.07999999999999,4.59536665510811,2.24358974358974,1.99479618386817
1961-05-01,1.25391849529782,1.99703207880776,-1.2539184952978,4.33673469387756
1961-06-01,-0.309597523219832,0.708879567862052,-8.09523809523809,0.570497147514265
1961-07-01,-0.15527950310559,1.7950727711436,-2.76338514680483,-8.26580226904378
1961-08-01,4.04354587869365,1.5233637804786,-3.90763765541741,-4.68197879858657
1961-09-01,-1.04633781763828,-1.6120397358872,-1.47874306839187,-4.6339202965709
1961-10-01,-1.05740181268882,0.592503022974593,-2.4390243902439,1.84645286686104
1961-11-01,3.05343511450382,3.03071282606082,1.15384615384615,6.58396946564886
1961-12-01,0.59259259259259,2.2109116364538,1.71102661596958,-3.31244404655326
1962-01-01,-3.24005891016199,-2.57116358707284,0.186915887850463,-1.85185185185186
