"Date","US IPI - SA","CA IPI - SA","UK IPI - SA","GR IPI - SA","US 3M IR - NSA","CA 3M IR - NSA","UK 3M IR - NSA","GR 3M IR - NSA","US HUR - SA","CA HUR - SA","UK HUR - SA","GR HUR - SA","US TSP - NSA","CA TSP - NSA","UK TSP - NSA","GR TSP - NSA"
1959-04-01,23.2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-05-01,23.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-06-01,23.6319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-07-01,23.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-08-01,22.2846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-09-01,22.2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-10-01,22.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-11-01,22.2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-12-01,23.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-01-01,24.2247,NA,NA,27.2773160500806,NA,5.4,NA,4.36,5.2,6.1,NA,NA,-2.24000000000001,-4.55601794303629,-0.520833333333322,NA
1960-02-01,24.0092,NA,NA,27.1189430692234,NA,5.23,NA,4.47,4.8,6.4,NA,NA,-4.74631751227494,-3.31634579086445,-2.26876090750438,0.546448087431696
1960-03-01,23.7936,NA,NA,27.5037317134197,NA,4.12,NA,4.71,5.4,6.5,NA,NA,-1.54639175257731,-0.0351404642445983,0.892857142857158,-1.73913043478262
1960-04-01,23.605,NA,NA,28.1228716686408,NA,4.29,NA,4.59,5.2,6.8,NA,NA,0.872600349040114,-1.75178205253393,-5.48672566371681,3.20796460176991
1960-05-01,23.578,NA,NA,27.7719899590424,NA,3.78,NA,4.64,5.1,7.2,NA,NA,-0.865051903114162,2.95976783016618,3.55805243445694,6.32368703108253
1960-06-01,23.2816,NA,NA,27.9170116384574,NA,3.87,NA,5.25,5.4,6.7,NA,NA,4.71204188481674,-2.48276927235167,-2.71247739602171,14.1129032258064
1960-07-01,23.2008,NA,NA,28.9454378757352,NA,3.78,NA,5.58,5.5,7.1,NA,NA,-2.83333333333332,-2.18764229573758,0.185873605947939,7.33215547703181
1960-08-01,23.1738,NA,NA,28.3884772991227,NA,3.02,NA,5.44,5.6,7.6,NA,NA,-0.171526586620926,6.55993199206573,5.38033395176252,8.31275720164609
1960-09-01,22.9313,NA,NA,28.8762488368481,NA,2.52,NA,5.61,5.5,7.5,NA,NA,-4.29553264604809,-4.96514521245276,-1.056338028169,0.0759878419452891
1960-10-01,22.9044,NA,NA,29.4944700616823,NA,3.45,NA,6.1,6.1,7.6,NA,NA,-2.51346499102336,-0.0259828513181078,1.42348754448399,-5.84662110858009
1960-11-01,22.581,NA,NA,29.2639384149195,NA,4.21,NA,5.38,6.1,7.5,NA,NA,3.13075506445672,3.84446221511394,-4.91228070175439,-1.93548387096775
1960-12-01,22.1499,NA,NA,29.6746014258498,NA,4.29,NA,5.06,6.6,7.6,NA,NA,1.42857142857142,4.87264886510213,1.10701107011073,-2.30263157894738
1961-01-01,22.1768,21.9325419138402,NA,30.0730148607255,NA,3.78,NA,4.66,6.6,7.6,NA,NA,3.69718309859158,5.66508793185741,4.01459854014597,-1.010101010101
1961-02-01,22.1499,21.9546276461526,NA,30.2509804114696,NA,3.53,NA,4.13,6.9,7.7,NA,NA,2.88624787775888,3.26615705350939,4.91228070175439,-0.935374149659857
1961-03-01,22.2846,21.8695740812898,NA,30.5410586593362,NA,3.78,NA,3.73,6.9,7.6,NA,NA,3.13531353135314,1.88593539703902,4.34782608695651,-1.03004291845494
1961-04-01,22.7427,22.3282054586714,NA,30.5308813720959,NA,3.53,NA,3.34,7,7.6,NA,NA,2.07999999999999,4.59536665510811,2.24358974358974,1.99479618386817
1961-05-01,23.093,22.4409836662243,NA,29.8845623107914,NA,3.78,NA,3.23,7.1,7.6,NA,NA,1.25391849529782,1.99703207880776,-1.2539184952978,4.33673469387756
1961-06-01,23.4164,22.8112721143561,NA,29.8861821579588,NA,3.28,NA,3.13,6.9,7.4,NA,NA,-0.309597523219832,0.708879567862052,-8.09523809523809,0.570497147514265
1961-07-01,23.6858,23.0354188018674,NA,30.4437339319235,NA,3.02,NA,3.16,7,7.2,NA,NA,-0.15527950310559,1.7950727711436,-2.76338514680483,-8.26580226904378
1961-08-01,23.9014,22.9108928643611,NA,30.2135738247022,NA,3.28,NA,3.09,6.6,6.8,NA,NA,4.04354587869365,1.5233637804786,-3.90763765541741,-4.68197879858657
1961-09-01,23.8745,23.4550477158036,NA,30.4629844959025,NA,3.11,NA,3.06,6.7,6.9,NA,NA,-1.04633781763828,-1.6120397358872,-1.47874306839187,-4.6339202965709
1961-10-01,24.3325,23.6627475813801,NA,30.2282548617155,NA,3.02,NA,4.05,6.5,6.5,NA,NA,-1.05740181268882,0.592503022974593,-2.4390243902439,1.84645286686104
1961-11-01,24.7098,23.7600187853944,NA,30.3162989854722,NA,2.85,NA,3.71,6.1,6.1,NA,NA,3.05343511450382,3.03071282606082,1.15384615384615,6.58396946564886
1961-12-01,24.9253,23.9066304552131,NA,30.9936166908975,NA,3.45,NA,3.83,6,6,NA,NA,0.59259259259259,2.2109116364538,1.71102661596958,-3.31244404655326
1962-01-01,24.7098,24.0053113868219,NA,32.3453830046607,NA,3.514,NA,2.93,5.8,6,NA,NA,-3.24005891016199,-2.57116358707284,0.186915887850463,-1.85185185185186
1962-02-01,25.114,24.2369766215034,NA,32.2836551744992,NA,3.3825,NA,2.94,5.5,6.2,NA,NA,0.913242009132416,0.582868356691974,0.932835820895526,-1.50943396226416
1962-03-01,25.2487,24.5748413349638,NA,32.2836551744992,NA,3.31,NA,3.02,5.6,6,NA,NA,0.301659125188517,-0.116480540469693,-2.58780036968577,-0.862068965517259
1962-04-01,25.3026,24.6631842642135,NA,31.7898325332066,NA,3.4175,NA,3.08,5.6,5.9,NA,NA,-3.30827067669174,-2.69092287284442,7.21062618595826,-3.38164251207728
1962-05-01,25.2756,25.073414994187,NA,32.7774778157917,NA,3.546,NA,3.08,5.5,5.6,NA,NA,-6.68740279937791,-8.26005542655982,-2.12389380530972,-7.69999999999998
1962-06-01,25.2218,25.36522860623,NA,32.7774778157917,NA,4.1275,NA,3.13,5.5,5.7,NA,NA,-11.1666666666667,-6.52340752110513,-8.8607594936709,-9.10075839653306
1962-07-01,25.4643,25.667380220632,NA,32.8392056459533,NA,5.6975,NA,3.29,5.4,6,NA,NA,1.68855534709193,2.37920553401111,-0.396825396825401,-3.09892729439809
1962-08-01,25.4912,25.152359739474,NA,34.2589457396693,NA,5.698,NA,3.26,5.7,5.7,NA,NA,3.50553505535055,2.42287742287743,3.78486055776894,-3.93603936039361
1962-09-01,25.6529,25.7453851475227,NA,33.4564839475689,NA,5.445,NA,3.2,5.6,5.7,NA,NA,-0.891265597147947,-4.73778903178517,-0.191938579654519,-1.53649167733674
1962-10-01,25.6799,25.5766877453916,NA,32.9009334761148,NA,4.964,NA,4.45,5.4,5.7,NA,NA,-2.6978417266187,1.5493844432009,0.57692307692309,-8.32249674902473
1962-11-01,25.7876,25.598773477704,NA,33.5799396078921,NA,4.38,NA,4.33,5.7,5.9,NA,NA,8.31792975970426,7.83020492509039,4.0152963671128,11.2056737588653
1962-12-01,25.7876,25.5766877453916,NA,32.7157499856301,NA,4.3125,NA,4.35,5.5,6,NA,NA,3.07167235494879,0.450356931823626,1.47058823529411,4.59183673469386
1963-01-01,25.9762,25.6001832052984,NA,32.8392056459533,NA,4.248,NA,3.29,5.7,5.9,NA,NA,3.64238410596025,4.91263772079047,0.362318840579726,-3.65853658536584
1963-02-01,26.2727,25.8135219812526,NA,32.4688386649839,NA,4.1625,NA,3.31,5.9,5.8,NA,NA,1.1182108626198,-3.24902635287698,1.80505415162454,-2.78481012658229
1963-03-01,26.4344,26.0987568645216,NA,33.2713004570842,NA,4.155,NA,3.53,5.7,5.9,NA,NA,-0.78988941548181,2.98692145038764,2.12765957446807,-0.130208333333316
1963-04-01,26.6769,26.1396389647595,NA,33.5799396078921,NA,3.8075,NA,3.56,5.7,5.7,NA,NA,4.93630573248406,4.82114612483272,1.3888888888889,2.47718383311603
1963-05-01,27.0002,26.4972398645417,NA,33.8268509285383,NA,3.582,NA,3.6,5.9,5.7,NA,NA,1.82094081942338,1.62357447549403,1.02739726027397,8.77862595419846
1963-06-01,27.0811,26.8628292206922,NA,33.5182117777305,NA,3.6275,NA,3.83,5.6,5.5,NA,NA,-0.149031296572298,-3.70925600719579,-0.847457627118659,1.6374269005848
1963-07-01,26.9733,26.3407601015621,NA,34.0737622491846,NA,3.806,NA,3.98,5.6,5.4,NA,NA,-2.53731343283583,-2.68523049093308,1.53846153846156,-0.460299194476412
1963-08-01,27.0272,26.3510981039211,NA,35.3083188524159,NA,4.1675,NA,3.81,5.4,5.3,NA,NA,1.83767228177643,0.670404680643592,2.86195286195284,4.16184971098266
1963-09-01,27.2966,27.4403476252024,NA,34.3206735698309,NA,4.13,NA,3.75,5.5,5.3,NA,NA,3.45864661654136,3.01186584332243,2.12765957446809,2.7746947835738
1963-10-01,27.4853,27.4215512572769,NA,34.876224041285,NA,4,NA,5.13,5.5,5.2,NA,NA,1.16279069767443,0.794863506802632,2.08333333333334,-2.05183585313174
1963-11-01,27.62,27.8900507278194,NA,35.1231353619312,NA,4.115,NA,5,5.7,5.1,NA,NA,-0.574712643678194,-1.00287159453669,1.41287284144427,-2.86659316427784
1963-12-01,27.5661,28.1837439766549,NA,34.0737622491846,NA,4.3275,NA,4.98,5.5,5,NA,NA,2.31213872832373,3.46904218508431,1.85758513931888,0.908059023836554
1964-01-01,27.8086,28.403661481383,NA,35.6786858333853,NA,4.202,NA,3.33,5.6,4.9,NA,NA,2.25988700564971,2.66539539781703,-2.27963525835868,5.84926884139481
1964-02-01,27.9972,28.8839086818789,NA,36.5428754556472,NA,4.06,NA,3.33,5.4,4.9,NA,NA,2.07182320441988,-0.842758926591273,-2.64385692068426,2.76301806588737
1964-03-01,27.9972,28.705813095785,NA,35.9255971540316,NA,4.17,NA,3.46,5.4,4.8,NA,NA,2.43572395128553,3.89034891523149,2.71565495207665,4.03309203722855
1964-04-01,28.4553,28.9125731429652,NA,35.9873249841932,NA,4.118,NA,3.55,5.3,4.9,NA,NA,1.05680317040952,3.66931740201026,1.71073094867808,-0.497017892644165
1964-05-01,28.617,29.244798946048,NA,35.9255971540316,NA,4.05,NA,3.69,5.1,4.6,NA,NA,0.261437908496715,3.46286633958933,-1.52905198776757,-2.09790209790208
1964-06-01,28.6978,29.2715837703418,NA,36.5428754556472,3.86,4.02,NA,3.75,5.2,4.8,NA,NA,-0.651890482398938,-0.189427202248029,-1.39751552795031,-1.73469387755101
1964-07-01,28.8865,29.0624741771709,NA,37.283609417586,3.87,4.032,NA,3.69,4.9,4.6,NA,NA,3.57806691449814,2.27869738446262,3.46456692913386,2.18068535825543
1964-08-01,29.0751,29.3124658705797,NA,36.9749702667782,3.85,4.2225,NA,3.91,5,4.6,NA,NA,-1.07671601615074,-0.604600865119934,1.06544901065448,2.03252032520326
1964-09-01,29.1829,29.9604706548104,NA,37.0366980969398,3.87,4.308,NA,4.08,5.1,4.5,NA,NA,1.83673469387754,4.29627614855843,0.301204819277122,0.697211155378476
1964-10-01,28.7787,29.9078408246191,NA,37.5305207382323,3.94,4.38,NA,5.42,5.1,4.9,NA,NA,1.89267423736362,0.36392086203012,-2.40240240240241,-3.56083086053412
1964-11-01,29.6679,30.4360187633249,NA,37.4687929080707,3.99,4.36,NA,5.5,4.8,4.3,NA,NA,0.699300699300701,0.406302411830037,-4.46153846153847,-3.48717948717949
1964-12-01,30.0182,30.443067401297,NA,37.9008877192017,4.14,4.59,NA,5.36,5,4.1,NA,NA,-1.77951388888889,0.403481943300777,-3.7037037037037,0.42507970244421
1965-01-01,30.3416,30.8843121383475,NA,38.7650773414636,4.13,4.3625,NA,3.88,4.9,4.2,NA,NA,2.364118426867,5.60847304722739,1.67224080267557,-0.423280423280425
1965-02-01,30.5302,30.7123253718294,NA,38.4564381906558,4.19,4.37,NA,3.95,5.1,4.1,NA,NA,0.863371465573054,-0.438207233192795,2.30263157894738,-1.59404888416577
1965-03-01,30.9344,31.3546912456825,NA,38.3947103604942,4.27,4.444,NA,4.28,4.7,4.1,NA,NA,0.106997646051791,-0.88138614964623,-3.53697749196142,-2.15982721382289
1965-04-01,31.0691,31.3208577834166,NA,38.5798938509789,4.28,4.48,NA,4.52,4.8,4.4,NA,NA,1.30397605814451,2.44171144636554,0.333333333333326,-0.331125827814571
1965-05-01,31.3116,31.5219789202192,NA,38.5798938509789,4.32,4.685,NA,4.69,4.6,4,NA,NA,1.3082928887951,-0.235937054188705,1.82724252491696,-2.54706533776302
1965-06-01,31.5541,31.5736689320143,NA,38.2712547001711,4.31,4.816,NA,4.8,4.6,4.1,NA,NA,-5.08227452614039,-6.82095675990804,-4.24143556280588,-2.38636363636363
1965-07-01,31.8506,32.3964799379519,NA,38.4564381906558,4.29,4.9,NA,5.08,4.4,3.9,NA,NA,-0.30721966205836,-1.02467241175778,-3.57751277683134,-1.28055878928988
1965-08-01,31.9853,31.672349863623,NA,38.8268051716252,4.3,5.17,NA,5.27,4.4,3.8,NA,NA,2.04710543693594,2.44507526060925,1.23674911660777,1.53301886792454
1965-09-01,32.0661,32.3626464756861,NA,39.135444322433,4.34,5.226,NA,5.36,4.3,3.6,NA,NA,3.42968075927525,1.68350952358776,2.61780104712043,0.116144018583044
1965-10-01,32.3895,33.0872464592131,NA,38.9502608319483,4.46,5.34,NA,6.66,4.2,3.1,NA,NA,2.29405630865483,1.77242437427007,6.12244897959182,-3.01624129930394
1965-11-01,32.5242,33.2399669486076,NA,38.7033495113021,4.49,5.65,NA,6.58,4.1,3.6,NA,NA,0.774719673802244,-2.82496681142136,2.40384615384615,-2.51196172248803
1965-12-01,32.9284,33.7366609710383,NA,39.6292669637256,4.75,5.96,NA,6.55,4,3.5,NA,NA,0.384381954278772,2.01331403762663,-1.87793427230049,-1.4723926380368
1966-01-01,33.2518,33.7159849663203,NA,39.3206278129177,4.95,6.0475,NA,5.23,4,3.4,NA,NA,1.88735706403878,4.15484486006765,1.43540669856461,3.23785803237856
1966-02-01,33.4674,33.8959601892067,NA,39.3823556430793,5.05,6.02,NA,5.36,3.8,3.4,NA,NA,-0.41259607144821,-2.45600653772815,3.14465408805031,1.20627261761159
1966-03-01,33.9254,33.7911704380222,NA,40.1848174351797,5.19,6.05,NA,5.69,3.8,3.3,NA,NA,-4.11165366638034,-1.36057461377778,-2.13414634146339,-1.43027413587605
1966-04-01,33.9793,34.0077985783632,NA,39.5058113034024,5.26,6.055,NA,6.21,3.8,3.2,NA,NA,2.73128060306128,0.927488307305532,-0.467289719626189,-2.66021765417168
1966-05-01,34.3027,34.0209560359111,NA,39.3206278129177,5.38,6.1375,NA,6.35,3.9,3.2,NA,NA,-5.51655363730828,-3.30782522833868,3.12989045383411,-6.08695652173914
1966-06-01,34.4643,34.0468010418086,NA,39.8144504542103,5.5,6.244,NA,6.81,3.8,2.9,NA,NA,-0.550716110497751,-0.557012555991363,1.21396054628226,-4.62962962962963
1966-07-01,34.653,33.9020690087825,NA,39.3823556430793,5.62,6.3175,NA,6.89,3.8,3.2,NA,NA,-0.294079632658771,-1.65355800872874,-4.34782608695653,-5.82524271844659
1966-08-01,34.6799,33.3583840665381,NA,38.8885330017868,5.72,6.344,NA,7,3.8,3.5,NA,NA,-5.91434676652099,-7.40296878151809,-10.9717868338558,0.589101620029458
1966-09-01,35.0033,34.2122090795528,NA,39.135444322433,5.86,6.405,NA,6.8,3.7,3.6,NA,NA,-3.96003564064825,-2.46930982341934,-1.23239436619716,2.78184480234258
1966-10-01,35.2458,34.597534622025,NA,38.6416216811405,5.83,6.3825,NA,7.88,3.7,3.3,NA,NA,-1.1761791390227,1.94190064511042,-1.42602495543672,-3.13390313390311
1966-11-01,35.0033,34.4542123165933,NA,38.147799039848,5.79,6.47,NA,7.73,3.6,3.5,NA,NA,5.37215980309487,-0.661176197656876,-2.3508137432188,-3.08823529411764
1966-12-01,35.0841,34.4965041444256,NA,38.2095268700096,5.65,6.6025,NA,7.57,3.8,3.4,NA,NA,0.980239963232315,2.4326638642379,2.77777777777776,0.606980273141105
1967-01-01,35.2496,34.7511949298158,NA,37.5305207382323,5.4,6.44,NA,5.69,3.9,3.6,NA,NA,4.23180909448712,6.83081911565402,4.14414414414415,-0.452488687782808
1967-02-01,34.8498,34.4382354038566,NA,37.0984259271014,5.18,6.0375,NA,5.56,3.8,3.7,NA,NA,3.84883715991418,0.947311012045903,-0.173010380622845,6.66666666666666
1967-03-01,34.6534,34.4885156880573,NA,36.8515146064551,5.01,5.566,NA,5.04,3.8,3.8,NA,NA,2.5541069831838,3.3496588092973,1.38648180242634,1.84659090909092
1967-04-01,34.9802,34.8315494026972,NA,37.0984259271014,4.43,5.01,NA,4.48,3.8,3.9,NA,NA,1.8466709393213,2.06829933518949,5.29914529914532,-1.11576011157602
1967-05-01,34.675,34.7121924663704,NA,36.5428754556472,4.49,5.046,NA,3.69,3.8,3.7,NA,NA,2.1536686163537,-3.73768301508656,2.11038961038962,-1.97461212976022
1967-06-01,34.6707,34.8780704133127,NA,37.3453372477476,4.66,5.4225,NA,3.98,3.9,3.6,NA,NA,-0.892179754480669,2.58275694556894,0.476947535771065,-1.58273381294963
1967-07-01,34.5918,35.0091750795929,NA,38.3329825303327,5,5.5875,NA,3.51,3.8,3.7,NA,NA,2.23494629692004,3.2179138807771,2.37341772151896,1.60818713450291
1967-08-01,35.2545,35.6017305784435,NA,37.5305207382323,4.93,5.63,NA,3.56,3.8,3.6,NA,NA,1.53455590046195,-1.1808400240319,0.772797527047906,12.3741007194245
1967-09-01,35.1972,35.4880125524944,NA,38.5181660208174,4.91,5.825,NA,3.43,3.8,3.7,NA,NA,1.45773129336589,1.97426600636716,5.06134969325153,4.22535211267604
1967-10-01,35.4839,35.2474190430483,NA,38.9502608319483,5.22,6.5025,NA,4.2,4,4.1,NA,NA,-0.182679115548963,-5.83739837398372,5.25547445255476,1.10565110565113
1967-11-01,35.9914,35.7826456197262,NA,39.3206278129177,5.4,6.524,NA,4,3.9,4,NA,NA,-3.25215312712706,2.53727047717723,3.88349514563107,4.61725394896718
1967-12-01,36.379,36.1839480749351,NA,41.6045575288957,5.62,6.575,NA,4.07,3.8,4.4,NA,NA,3.21091887197906,0.955439041641875,-1.73564753004006,1.97444831591174
1968-01-01,36.3399,35.9955144864822,56.4556066501592,38.3329825303327,5.48,6.578,NA,3.32,3.7,4.3,NA,NA,0.340170609557952,-2.84475088967972,1.35869565217392,5.92255125284738
1968-02-01,36.4701,35.8545417270412,57.0923240183941,39.1971721525946,5.33,6.8,NA,3.45,3.8,4.4,NA,NA,-4.79932345256215,-4.38291247910991,2.94906166219838,0.430107526881722
1968-03-01,36.5839,36.0570725914381,57.4106827025115,39.6909947938871,5.58,7.1375,NA,3.52,3.7,4.6,NA,NA,-2.37715243426944,-2.458908455341,2.08333333333334,-0.107066381156317
1968-04-01,36.6369,36.9912520773342,57.6229218252564,39.8144504542103,5.78,7.2575,NA,3.64,3.5,4.5,NA,NA,7.58810762085967,8.92008983909965,10.5867346938776,4.82315112540194
1968-05-01,37.0478,37.4597515478767,57.7290413866289,40.8638235669569,6.14,7.35,NA,3.68,3.5,4.4,NA,NA,3.04867302312649,-0.945384069320654,4.61361014994233,0.613496932515312
1968-06-01,37.1839,37.7543846151085,57.8351609480014,41.5428296987341,6.12,7.3275,NA,3.72,3.7,4.7,NA,NA,3.25389403157148,5.268007462347,2.2050716648291,2.03252032520326
1968-07-01,37.1269,37.6044835809028,58.1535196321188,40.98727922728,6.03,7.118,NA,3.59,3.7,4.7,NA,NA,-0.393583643782538,-0.567328369660374,5.28586839266451,1.29482071713147
1968-08-01,37.2305,38.1096359689,58.2596391934913,43.7650315845505,5.85,6.7225,NA,3.55,3.5,4.6,NA,NA,-2.4436799666827,2.58764970547961,2.6639344262295,1.17994100294986
1968-09-01,37.3715,38.5236259724586,58.3657587548638,43.0860254527733,5.78,6.215,NA,3.54,3.4,4.3,NA,NA,3.20710985557132,4.78415170295038,2.29540918163675,-1.26336248785228
1968-10-01,37.4457,38.7693884830841,58.3657587548638,43.2094811130964,5.9,6.318,NA,4.75,3.4,4.4,NA,NA,2.67074713553229,1.50236070811133,-3.12195121951222,1.37795275590552
1968-11-01,37.9301,39.2444666824005,58.4718783162363,44.690949036974,6.05,6.4475,NA,4.5,3.4,4.5,NA,NA,1.92361971792048,3.74413578094963,1.20845921450152,-2.03883495145632
1968-12-01,38.0499,39.1885474878222,58.5779978776088,44.4440377163277,6.27,6.55,NA,4.44,3.4,4.5,NA,NA,1.47764765988582,2.04692960559161,2.18905472636815,-2.08126858275521
1969-01-01,38.2801,39.331869793254,58.8963565617262,44.9378603576203,6.5,6.858,NA,3.87,3.4,4.3,NA,NA,-4.14884350648333,2.62870690952881,4.28432327166506,2.83400809716601
1969-02-01,38.525,39.8741450079039,59.3208348072161,45.1847716782665,6.52,6.885,NA,3.91,3.4,4.3,NA,NA,-0.838370376193978,-4.74872114556021,-3.17460317460319,1.4763779527559
1969-03-01,38.8271,40.5592726187875,59.745313052706,45.6785943195591,6.65,6.9525,NA,4.21,3.4,4.2,NA,NA,-2.8633747349648,3.18954399337837,-4.2430086788814,0.0969932104752672
1969-04-01,38.6842,40.1762966223059,60.169791298196,45.9872334703669,6.84,7.064,NA,4.4,3.4,4.3,NA,NA,1.6460281635606,2.82607073571109,-1.30916414904329,-0.096899224806202
1969-05-01,38.538,40.1419932508419,60.4881499823134,46.542783941821,7.28,7.1325,NA,4.38,3.4,4.4,NA,NA,3.34473415247952,2.59238430419246,-4.89795918367347,4.36469447138701
1969-06-01,38.9145,40.2030814465997,60.3820304209409,47.0366065831135,8.01,7.5975,NA,5.5,3.5,4.4,NA,NA,-5.64661901320682,-10.8298557080209,-7.08154506437769,0.743494423791825
1969-07-01,39.12,40.547524888834,60.169791298196,46.9131509227904,8.69,8.082,NA,5.78,3.5,4.3,NA,NA,-5.06329830521051,-5.73099995042389,-3.46420323325635,-4.4280442804428
1969-08-01,39.2099,39.8060081741741,59.8514326140785,48.2094353561833,8.38,8.355,NA,6.5,3.5,4.5,NA,NA,-0.586300676940374,5.02550617933211,-0.358851674641148,3.66795366795367
1969-09-01,39.2011,39.9300642024822,59.745313052706,47.7773405450523,8.47,8.43,NA,6.94,3.7,4.4,NA,NA,0.520253081203044,-0.674992238590729,1.32052821128451,0.651769087523255
1969-10-01,39.2125,39.617104676523,59.745313052706,48.394618846668,8.56,8.55,NA,7.42,3.7,4.7,NA,NA,1.72081873846641,1.40150636727532,-1.8957345971564,3.88529139685477
1969-11-01,38.8429,40.0973518770189,59.745313052706,49.1353528086068,8.46,8.6025,NA,7.69,3.5,4.6,NA,NA,1.09060985691747,2.54253298730227,1.08695652173915,4.98664292074801
1969-12-01,38.7387,40.4605916871787,59.745313052706,48.7649858276374,8.77,9.03,NA,8.83,3.5,4.5,NA,NA,-5.5131759851752,-1.11417101409925,2.8673835125448,-3.13825275657338
1970-01-01,38.0213,40.2044911741941,59.745313052706,48.8884414879605,8.91,9.065,NA,9.29,3.9,4.5,NA,NA,-0.703773951972516,-3.87734489149515,5.22648083623693,-3.85288966725042
1970-02-01,37.9963,40.574779622326,59.8514326140785,49.5674476197378,8.58,8.575,NA,9.51,4.2,4.9,NA,NA,-3.48484661853158,2.66978158187364,-3.09050772626932,-2.93204553294238
1970-03-01,37.9469,39.8999900138014,59.957552175451,49.7526311102224,8.08,8.2375,NA,9.81,4.4,5.2,NA,NA,1.43251422828641,-0.0337837837837883,-2.61958997722095,-2.38095238095239
1970-04-01,37.8494,39.3243512460838,59.957552175451,50.246453751515,7.51,7.738,NA,9.86,4.6,5.4,NA,NA,-3.93798694170956,-8.78078842216169,-1.98830409356725,0.76447033127047
1970-05-01,37.8053,39.4089349017484,60.0636717368235,50.6168207324844,8.08,7.855,NA,9.93,4.8,5.8,NA,NA,-12.3447377051882,-9.75351959203244,-10.2625298329356,-10.4226878612717
1970-06-01,37.683,39.2909876930161,60.0636717368235,50.1229980911918,8.07,7.3275,NA,9.88,4.9,6.1,NA,NA,-0.882673463596827,-2.1045387039519,-2.39361702127658,-3.89191369227669
1970-07-01,37.7755,39.3050849689602,60.0636717368235,50.7402763928075,8.01,7.624,NA,9.59,5,6.4,NA,NA,-0.313781827243156,4.56350674658971,1.90735694822886,-1.19597146454048
1970-08-01,37.7081,39.613345402938,60.0636717368235,49.9378146007072,7.72,7.6275,NA,9.16,5.1,6.1,NA,NA,2.74023131514961,2.61978343438157,2.67379679144384,4.86302824378848
1970-09-01,37.4482,39.084697555034,60.2759108595684,49.6909032800609,7.3,6.86,NA,9.36,5.4,6,NA,NA,6.67461359530008,4.50579891722894,2.08333333333334,-3.19967598217902
1970-10-01,36.6991,39.071070188288,60.4881499823134,50.0612702610303,6.76,6.835,NA,9.53,5.5,6,NA,NA,2.12296993076348,-2.80689404854873,6.50510204081634,-1.69456066945606
1970-11-01,36.4768,39.5268821104808,60.5942695436859,49.6291754498993,6.08,6.12,NA,8.84,5.9,6.1,NA,NA,-0.477388397548484,4.35909332669437,-6.22754491017964,-2.66014045541605
1970-12-01,37.3145,39.7905011706356,60.2759108595684,50.4933650721612,5.67,5.582,NA,8.12,6.1,6.2,NA,NA,6.91202830894302,2.74889122631993,0.510855683269482,-2.14254481853957
1971-01-01,37.6015,40.1650188015506,59.957552175451,51.4192825245847,5.09,5.775,NA,7.5,5.9,6.2,NA,NA,4.66353318864548,2.91175042742262,2.03303684879287,5.92046470062555
1971-02-01,37.5299,40.4220591329315,59.745313052706,50.8637320531306,4.38,5.4725,NA,7.47,5.9,6.3,NA,NA,4.15087181643175,-0.0646067703793414,-1.49439601494396,7.6987977219996
1971-03-01,37.4892,40.5757194407223,59.745313052706,50.6168207324844,3.85,4.092,NA,7.46,6,6.2,NA,NA,2.76131282018641,2.69163673678811,-1.26422250316056,2.74187230708971
1971-04-01,37.6998,40.6419766376596,59.957552175451,50.9871877134538,4.45,3.745,NA,6.36,5.9,6.6,NA,NA,3.49241696249922,1.62581315639583,8.83482714468633,-2.0015249714068
1971-05-01,37.8911,41.2162056777828,60.0636717368235,50.246453751515,4.98,3.9025,NA,6.16,5.9,6.1,NA,NA,-1.42956012736237,-4.32153392330385,12.1176470588235,-4.43493483758024
1971-06-01,38.05,41.4878131943059,59.8514326140785,50.8020042229691,5.4,3.91,NA,6.8,5.9,6.1,NA,NA,-1.67663175743573,1.41822105749962,0.419727177334751,0.52920822308162
1971-07-01,37.9395,41.6193877697842,59.5330739299611,51.6044660150694,5.75,4.4375,NA,7.66,6,6.1,NA,NA,-0.423862538104347,-0.340477276181802,6.47857889237197,1.15407977323346
1971-08-01,37.7193,42.7711352144177,59.5330739299611,49.4439919594146,5.74,4.545,NA,7.56,6.1,6,NA,NA,-1.99097256765842,-0.728019603656359,1.17762512266931,-0.180144115292254
1971-09-01,38.3324,43.0389834573557,60.0636717368235,50.6168207324844,5.63,4.796,NA,7.59,6,6.2,NA,NA,2.25837847827236,-1.47081417143793,3.29776915615906,-6.27631842791256
